#SampleID	forward-absolute-filepath	reverse-absolute-filepath	samplename	name	location	experimenter
DP184_S184_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP184_S184_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP184_S184_L001_R2_001.fastq.gz	Se_C1M3_D4_M	DP184	Plate2_F11	Deanna
DP185_S185_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP185_S185_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP185_S185_L001_R2_001.fastq.gz	Am_C2M1_D0	DP185	Plate2_G11	Deanna
DP186_S186_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP186_S186_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP186_S186_L001_R2_001.fastq.gz	Am_C3M2_D14	DP186	Plate2_H11	Deanna
DP187_S187_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP187_S187_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP187_S187_L001_R2_001.fastq.gz	Se_C1M3_D0_M	DP187	Plate2_A12	Deanna
DP188_S188_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP188_S188_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP188_S188_L001_R2_001.fastq.gz	Se_C4M1_D1_N	DP188	Plate2_B12	Deanna
DP189_S189_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP189_S189_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP189_S189_L001_R2_001.fastq.gz	Se_C3M1_D2_N	DP189	Plate2_C12	Deanna
DP191_S291_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP191_S291_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP191_S291_L001_R2_001.fastq.gz	Se_C3M2_D3_M	DP191	Plate3_E12	Deanna
DP192_S292_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP192_S292_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP192_S292_L001_R2_001.fastq.gz	Se_C2M2_D4_M	DP192	Plate3_F12	Deanna
DP193_S193_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP193_S193_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP193_S193_L001_R2_001.fastq.gz	Se_C3M1_D4_M	DP193	Plate2_E12	Deanna
DP194_S194_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP194_S194_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP194_S194_L001_R2_001.fastq.gz	Mi_C5M1_D0_I	DP194	Plate2_F12	Deanna
DP195_S195_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP195_S195_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP195_S195_L001_R2_001.fastq.gz	Mi_C4M2_D1_I	DP195	Plate2_G12	Deanna
DP196_S196_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP196_S196_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP196_S196_L001_R2_001.fastq.gz	Mi_C4M2_D2_I	DP196	Plate2_H12	Deanna
DP197_S197_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP197_S197_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP197_S197_L001_R2_001.fastq.gz	Mi_C4M1_D3_I	DP197	Plate3_A1	Deanna
DP198_S198_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP198_S198_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP198_S198_L001_R2_001.fastq.gz	Mi_C3M1_D4_N	DP198	Plate3_B1	Deanna
DP199_S199_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP199_S199_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP199_S199_L001_R2_001.fastq.gz	Cr_C1M1_D21_	DP199	Plate3_C1	Deanna
DP200_S200_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP200_S200_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP200_S200_L001_R2_001.fastq.gz	Cr_C7M1_D21_	DP200	Plate3_D1	Deanna
DP201_S201_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP201_S201_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP201_S201_L001_R2_001.fastq.gz	Se_C3M2_D4_M	DP201	Plate3_E1	Deanna
DP202_S202_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP202_S202_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP202_S202_L001_R2_001.fastq.gz	Mi_C5M2_D0_I	DP202	Plate3_F1	Deanna
DP203_S203_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP203_S203_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP203_S203_L001_R2_001.fastq.gz	Mi_C5M1_D1_I	DP203	Plate3_G1	Deanna
DP204_S204_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP204_S204_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP204_S204_L001_R2_001.fastq.gz	Mi_C5M1_D2_I	DP204	Plate3_H1	Deanna
DP205_S205_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP205_S205_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP205_S205_L001_R2_001.fastq.gz	Mi_C4M2_D3_I	DP205	Plate3_A2	Deanna
DP206_S206_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP206_S206_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP206_S206_L001_R2_001.fastq.gz	Mi_C4M1_D4_I	DP206	Plate3_B2	Deanna
DP207_S207_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP207_S207_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP207_S207_L001_R2_001.fastq.gz	Cr_C3M1_D0_	DP207	Plate3_C2	Deanna
DP208_S208_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP208_S208_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP208_S208_L001_R2_001.fastq.gz	Cr_C8M8_D0_	DP208	Plate3_D2	Deanna
DP209_S209_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP209_S209_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP209_S209_L001_R2_001.fastq.gz	Se_C4M1_D4_M	DP209	Plate3_E2	Deanna
DP210_S210_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP210_S210_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP210_S210_L001_R2_001.fastq.gz	Mi_C6M1_D0_I	DP210	Plate3_F2	Deanna
DP211_S211_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP211_S211_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP211_S211_L001_R2_001.fastq.gz	Mi_C5M2_D1_I	DP211	Plate3_G2	Deanna
DP212_S212_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP212_S212_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP212_S212_L001_R2_001.fastq.gz	Mi_C5M2_D2_I	DP212	Plate3_H2	Deanna
DP214_S214_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP214_S214_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP214_S214_L001_R2_001.fastq.gz	Mi_C4M2_D4_I	DP214	Plate3_B3	Deanna
DP215_S215_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP215_S215_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP215_S215_L001_R2_001.fastq.gz	Cr_C3M2_D10_	DP215	Plate3_C3	Deanna
DP216_S216_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP216_S216_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP216_S216_L001_R2_001.fastq.gz	Cr_C8M8_D10_	DP216	Plate3_D3	Deanna
DP217_S217_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP217_S217_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP217_S217_L001_R2_001.fastq.gz	Se_C1M1_D4_C	DP217	Plate3_E3	Deanna
DP218_S218_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP218_S218_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP218_S218_L001_R2_001.fastq.gz	Mi_C6M2_D0_I	DP218	Plate3_F3	Deanna
DP219_S219_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP219_S219_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP219_S219_L001_R2_001.fastq.gz	Mi_C6M1_D1_I	DP219	Plate3_G3	Deanna
DP220_S220_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP220_S220_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP220_S220_L001_R2_001.fastq.gz	Mi_C6M1_D2_I	DP220	Plate3_H3	Deanna
DP221_S221_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP221_S221_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP221_S221_L001_R2_001.fastq.gz	Mi_C5M1_D3_I	DP221	Plate3_A4	Deanna
DP222_S222_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP222_S222_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP222_S222_L001_R2_001.fastq.gz	Mi_C5M1_D4_I	DP222	Plate3_B4	Deanna
DP223_S223_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP223_S223_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP223_S223_L001_R2_001.fastq.gz	Cr_C3M2_D21_	DP223	Plate3_C4	Deanna
DP224_S224_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP224_S224_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP224_S224_L001_R2_001.fastq.gz	Cr_C8M8_D21_	DP224	Plate3_D4	Deanna
DP225_S225_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP225_S225_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP225_S225_L001_R2_001.fastq.gz	Se_C2M1_D4_C	DP225	Plate3_E4	Deanna
DP227_S227_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP227_S227_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP227_S227_L001_R2_001.fastq.gz	Mi_C6M2_D1_I	DP227	Plate3_G4	Deanna
DP228_S228_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP228_S228_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP228_S228_L001_R2_001.fastq.gz	Mi_C6M2_D2_I	DP228	Plate3_H4	Deanna
DP229_S229_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP229_S229_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP229_S229_L001_R2_001.fastq.gz	Mi_C5M2_D3_I	DP229	Plate3_A5	Deanna
DP230_S230_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP230_S230_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP230_S230_L001_R2_001.fastq.gz	Mi_C5M2_D4_I	DP230	Plate3_B5	Deanna
DP231_S231_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP231_S231_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP231_S231_L001_R2_001.fastq.gz	Cr_C4M1_D0_	DP231	Plate3_C5	Deanna
DP233_S233_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP233_S233_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP233_S233_L001_R2_001.fastq.gz	Se_C3M1_D4_C	DP233	Plate3_E5	Deanna
DP234_S234_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP234_S234_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP234_S234_L001_R2_001.fastq.gz	Mi_C7M2_D0_M	DP234	Plate3_F5	Deanna
DP235_S235_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP235_S235_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP235_S235_L001_R2_001.fastq.gz	Mi_C7M2_D1_M	DP235	Plate3_G5	Deanna
DP236_S236_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP236_S236_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP236_S236_L001_R2_001.fastq.gz	Mi_C7M2_D2_M	DP236	Plate3_H5	Deanna
DP237_S237_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP237_S237_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP237_S237_L001_R2_001.fastq.gz	Mi_C6M1_D3_I	DP237	Plate3_A6	Deanna
DP238_S238_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP238_S238_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP238_S238_L001_R2_001.fastq.gz	Mi_C6M1_D4_I	DP238	Plate3_B6	Deanna
DP239_S239_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP239_S239_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP239_S239_L001_R2_001.fastq.gz	Cr_C4M3_D9	DP239	Plate3_C6	Deanna
DP241_S241_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP241_S241_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP241_S241_L001_R2_001.fastq.gz	Se_C4M1_D4_C	DP241	Plate3_E6	Deanna
DP242_S242_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP242_S242_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP242_S242_L001_R2_001.fastq.gz	Mi_C8M1_D0_M	DP242	Plate3_F6	Deanna
DP243_S243_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP243_S243_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP243_S243_L001_R2_001.fastq.gz	Mi_C8M1_D1_M	DP243	Plate3_G6	Deanna
DP245_S245_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP245_S245_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP245_S245_L001_R2_001.fastq.gz	Mi_C6M2_D3_I	DP245	Plate3_A7	Deanna
DP246_S246_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP246_S246_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP246_S246_L001_R2_001.fastq.gz	Mi_C6M2_D4_I	DP246	Plate3_B7	Deanna
DP247_S247_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP247_S247_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP247_S247_L001_R2_001.fastq.gz	Cr_C4M1_D21_	DP247	Plate3_C7	Deanna
DP249_S249_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP249_S249_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP249_S249_L001_R2_001.fastq.gz	Mi_C1M1_D0_N	DP249	Plate3_E7	Deanna
DP250_S250_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP250_S250_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP250_S250_L001_R2_001.fastq.gz	Mi_C9M1_D0_M	DP250	Plate3_F7	Deanna
DP251_S251_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP251_S251_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP251_S251_L001_R2_001.fastq.gz	Mi_C9M1_D1_M	DP251	Plate3_G7	Deanna
DP252_S252_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP252_S252_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP252_S252_L001_R2_001.fastq.gz	Mi_C8M1_D2_M	DP252	Plate3_H7	Deanna
DP253_S253_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP253_S253_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP253_S253_L001_R2_001.fastq.gz	Mi_C7M2_D3_M	DP253	Plate3_A8	Deanna
DP254_S254_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP254_S254_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP254_S254_L001_R2_001.fastq.gz	Mi_C7M2_D4_M	DP254	Plate3_B8	Deanna
DP255_S255_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP255_S255_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP255_S255_L001_R2_001.fastq.gz	Cr_C5M2_D0_	DP255	Plate3_C8	Deanna
DP257_S257_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP257_S257_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP257_S257_L001_R2_001.fastq.gz	Mi_C2M1_D0_N	DP257	Plate3_E8	Deanna
DP258_S258_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP258_S258_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP258_S258_L001_R2_001.fastq.gz	Mi_C1M1_D1_N	DP258	Plate3_F8	Deanna
DP259_S259_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP259_S259_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP259_S259_L001_R2_001.fastq.gz	Mi_C1M1_D2_N	DP259	Plate3_G8	Deanna
DP260_S260_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP260_S260_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP260_S260_L001_R2_001.fastq.gz	Mi_C9M1_D2_M	DP260	Plate3_H8	Deanna
DP261_S261_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP261_S261_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP261_S261_L001_R2_001.fastq.gz	Mi_C8M1_D3_M	DP261	Plate3_A9	Deanna
DP262_S262_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP262_S262_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP262_S262_L001_R2_001.fastq.gz	Mi_C8M1_D4_M	DP262	Plate3_B9	Deanna
DP263_S263_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP263_S263_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP263_S263_L001_R2_001.fastq.gz	Cr_C5M2_D10_	DP263	Plate3_C9	Deanna
DP265_S265_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP265_S265_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP265_S265_L001_R2_001.fastq.gz	Mi_C3M1_D0_N	DP265	Plate3_E9	Deanna
DP266_S266_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP266_S266_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP266_S266_L001_R2_001.fastq.gz	Mi_C2M1_D1_N	DP266	Plate3_F9	Deanna
DP267_S267_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP267_S267_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP267_S267_L001_R2_001.fastq.gz	Mi_C2M1_D2_N	DP267	Plate3_G9	Deanna
DP268_S268_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP268_S268_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP268_S268_L001_R2_001.fastq.gz	Mi_C1M1_D3_N	DP268	Plate3_H9	Deanna
DP269_S269_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP269_S269_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP269_S269_L001_R2_001.fastq.gz	Mi_C9M1_D3_M	DP269	Plate3_A10	Deanna
DP270_S270_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP270_S270_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP270_S270_L001_R2_001.fastq.gz	Mi_C9M1_D4_M	DP270	Plate3_B10	Deanna
DP271_S271_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP271_S271_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP271_S271_L001_R2_001.fastq.gz	Cr_C5M2_D21_	DP271	Plate3_C10	Deanna
DP273_S273_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP273_S273_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP273_S273_L001_R2_001.fastq.gz	Mi_C4M1_D0_I	DP273	Plate3_E10	Deanna
DP274_S274_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP274_S274_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP274_S274_L001_R2_001.fastq.gz	Mi_C3M1_D1_N	DP274	Plate3_F10	Deanna
DP275_S275_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP275_S275_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP275_S275_L001_R2_001.fastq.gz	Mi_C3M1_D2_N	DP275	Plate3_G10	Deanna
DP276_S276_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP276_S276_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP276_S276_L001_R2_001.fastq.gz	Mi_C2M1_D3_N	DP276	Plate3_H10	Deanna
DP277_S277_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP277_S277_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP277_S277_L001_R2_001.fastq.gz	Mi_C1M1_D4_N	DP277	Plate3_A11	Deanna
DP278_S278_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP278_S278_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP278_S278_L001_R2_001.fastq.gz	Cr_C1M1_D0_	DP278	Plate3_B11	Deanna
DP279_S279_L001	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP279_S279_L001_R1_001.fastq.gz	/mnt/c/Users/Apsara/Tropini_data/2023_09_MB_DP/raw_data/DP279_S279_L001_R2_001.fastq.gz	Cr_C7M1_D0_	DP279	Plate3_C11	Deanna
